DocID,PageNum,LineNum,Text,Left,Top,SectionPrefix,SectionText,SectionPage,ProcessedText,Heading,TagMethod
102109,3,12,7. 	CST EXPLORATION YEARS 1 - 5 (16/07/2010-15/07/2015) 	14,0.11736603826284407,0.40717626611391705,cyfra1 punkt , 	CST EXPLORATION YEARS 1 - 5 (16/07/2010-15/07/2015) ,cyfra1 ,cyfra1 punkt  	CST EXPLORATION YEARS 1 - 5 (16/07/2010-15/07/2015) cyfra1 ,1.0,manual
102109,3,13,8. 	CST EXPLORATION YEAR 6 (16/07/2015-15/07/2016) 	15,0.11737047135829926,0.4325704077879588,cyfra1 punkt , 	CST EXPLORATION YEAR 6 (16/07/2015-15/07/2016) ,cyfra1 ,cyfra1 punkt  	CST EXPLORATION YEAR 6 (16/07/2015-15/07/2016) cyfra1 ,,
102109,3,14,8.1. 	'Uncover Cloncurry' Industry Collaboration with CSIRO - 2015-2016 	15,0.13677814602851868,0.4577315052350362,cyfra1 punkt cyfra2 punkt , 	'Uncover Cloncurry' Industry Collaboration with CSIRO - 2015-2016 ,cyfra1 ,cyfra1 punkt cyfra2 punkt  	'Uncover Cloncurry' Industry Collaboration with CSIRO - 2015-2016 cyfra1 ,,
102109,3,15,9. 	CST EXPLORATION YEAR 7 (16/07/2016-15/07/2017) 	17,0.11718442291021347,0.4875004092852275,cyfra1 punkt , 	CST EXPLORATION YEAR 7 (16/07/2016-15/07/2017) ,cyfra1 ,cyfra1 punkt  	CST EXPLORATION YEAR 7 (16/07/2016-15/07/2017) cyfra1 ,,
102109,3,16,9.1. 	'Uncover Cloncurry' Industry Collaboration with CSIRO - 2016-2017 	17,0.13677966594696045,0.5127259890238444,cyfra1 punkt cyfra2 punkt , 	'Uncover Cloncurry' Industry Collaboration with CSIRO - 2016-2017 ,cyfra1 ,cyfra1 punkt cyfra2 punkt  	'Uncover Cloncurry' Industry Collaboration with CSIRO - 2016-2017 cyfra1 ,,
102109,3,17,10. 	CONCLUSION & RECOMMENDATIONS 	22,0.11778746545314787,0.5423662861188253,cyfra1 punkt , 	CONCLUSION & RECOMMENDATIONS ,cyfra1 ,cyfra1 punkt  	CONCLUSION & RECOMMENDATIONS cyfra1 ,,
102109,3,18,11. 	PROPOSED EXPLORATION 	22,0.11789829283952713,0.5679982900619507,cyfra1 punkt , 	PROPOSED EXPLORATION ,cyfra1 ,cyfra1 punkt  	PROPOSED EXPLORATION cyfra1 ,,
102109,3,19,12. 	STATEMENT OF COMPLIANCE 	23,0.11776088178157805,0.5932426055272421,cyfra1 punkt , 	STATEMENT OF COMPLIANCE ,cyfra1 ,cyfra1 punkt  	STATEMENT OF COMPLIANCE cyfra1 ,,
102109,3,20,13. 	REFERENCES 	23,0.11764977872371675,0.6188611586888632,cyfra1 punkt , 	REFERENCES ,cyfra1 ,cyfra1 punkt  	REFERENCES cyfra1 ,,
102109,3,21,14. APPENDICES 	24,0.11795634776353835,0.6440451741218567,cyfra1 punkt , APPENDICES ,cyfra1 ,cyfra1 punkt  APPENDICES cyfra1 ,,
102109,3,22,14.1. APPENDIX A - Acknowledgement & Warranty 	24,0.1373472958803177,0.6693847179412842,cyfra1 punkt cyfra2 punkt , APPENDIX A - Acknowledgement & Warranty ,cyfra1 ,cyfra1 punkt cyfra2 punkt  APPENDIX A - Acknowledgement & Warranty cyfra1 ,,
10232,2,1,CONTENTS,0.4918831288814545,0.08772490173578262,,CONTENTS,,CONTENTS,,
10232,2,2,Page No.,0.7829781174659729,0.12474370002746582,,Page No.,,Page No.,,
10232,2,3,1. 	INTRODUCTION 	1,0.17511512339115146,0.1869193563858668,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,cyfra1 punkt  	INTRODUCTION cyfra1 ,,
10232,2,4,1.1 	Title and Location,0.2343665808439255,0.2289722785353661,cyfra1 punkt cyfra2 , 	Title and Location,,cyfra1 punkt cyfra2  	Title and Location,,
10232,2,5,1.2 	Exploration Objectives,0.2345947325229645,0.25098133087158203,cyfra1 punkt cyfra2 , 	Exploration Objectives,,cyfra1 punkt cyfra2  	Exploration Objectives,,
10232,2,6,1.3 	Previous Investigations,0.23520854115486145,0.2725124806165695,cyfra1 punkt cyfra2 , 	Previous Investigations,,cyfra1 punkt cyfra2  	Previous Investigations,2.0,manual
10232,2,7,2. 	GEOLOGICAL SETTING 	1,0.17308233678340912,0.3582698206106822,cyfra1 punkt , 	GEOLOGICAL SETTING ,cyfra1 ,cyfra1 punkt  	GEOLOGICAL SETTING cyfra1 ,,
10232,2,8,2.1 	Regional Geology,0.2332414388656616,0.4002790600061417,cyfra1 punkt cyfra2 , 	Regional Geology,,cyfra1 punkt cyfra2  	Regional Geology,,
10232,2,9,2.2 	Local Geology,0.23268648982048035,0.4216631203889847,cyfra1 punkt cyfra2 , 	Local Geology,,cyfra1 punkt cyfra2  	Local Geology,,
10232,2,10,2.2.1 	Allaru Mudstone,0.3052009344100952,0.4431384056806564,cyfra1 punkt cyfra2 punkt cyfra3 , 	Allaru Mudstone,,cyfra1 punkt cyfra2 punkt cyfra3  	Allaru Mudstone,,
10232,2,11,2.2.2 	Toolebuc Formation,0.3050730228424072,0.4648358076810837,cyfra1 punkt cyfra2 punkt cyfra3 , 	Toolebuc Formation,,cyfra1 punkt cyfra2 punkt cyfra3  	Toolebuc Formation,,
10232,2,12,2.2.3 	Wallumbilla Formation,0.30501165986061096,0.4865684658288956,cyfra1 punkt cyfra2 punkt cyfra3 , 	Wallumbilla Formation,,cyfra1 punkt cyfra2 punkt cyfra3  	Wallumbilla Formation,,
10232,2,13,2.3 Structure,0.2321911156177521,0.5072717666625977,cyfra1 punkt cyfra2 , Structure,,cyfra1 punkt cyfra2  Structure,,
10232,2,14,3. 	EXPLORATION PROGRAMME 	3,0.17115628719329834,0.5931495626767477,cyfra1 punkt , 	EXPLORATION PROGRAMME ,cyfra1 ,cyfra1 punkt  	EXPLORATION PROGRAMME cyfra1 ,,
10232,2,15,3.1 Planning,0.2312663942575455,0.6345626711845398,cyfra1 punkt cyfra2 , Planning,,cyfra1 punkt cyfra2  Planning,,
10232,2,16,4. 	EXPENDITURE 	4+,0.16843150556087494,0.7216509977976481,cyfra1 punkt , 	EXPENDITURE 	4+,,cyfra1 punkt  	EXPENDITURE 	4+,,
10232,2,17,FIGURES,0.4835362732410431,0.8279933929443359,,FIGURES,,FIGURES,,
10232,2,18,"1. 	A'S to P. 2880M - 2885M, Millungera Qld. Location Map.",0.16699884831905365,0.8701388835906982,cyfra1 punkt ," 	A'S to P. 2880M - 2885M, Millungera Qld. Location Map.",,"cyfra1 punkt  	A'S to P. 2880M - 2885M, Millungera Qld. Location Map.",,
103455,2,1,Table of Contents,0.14209799468517306,0.10373631119728087,,Table of Contents,,Table of Contents,,
103455,2,2,1. 	Overview 	1,0.14321240782737732,0.13689963022867838,cyfra1 punkt , 	Overview ,cyfra1 ,cyfra1 punkt  	Overview cyfra1 ,,
103455,2,3,2. 	Location and Access 	1,0.14316773414611814,0.1606223781903585,cyfra1 punkt , 	Location and Access ,cyfra1 ,cyfra1 punkt  	Location and Access cyfra1 ,,
103455,2,4,3. 	Tenure 	2,0.14298875629901886,0.1845868676900864,cyfra1 punkt , 	Tenure ,cyfra1 ,cyfra1 punkt  	Tenure cyfra1 ,,
103455,2,5,4. 	Geology 	2,0.14268456399440765,0.20817109942436213,cyfra1 punkt , 	Geology ,cyfra1 ,cyfra1 punkt  	Geology cyfra1 ,,
103455,2,6,4.1 	Regional Geology 	2,0.2032345533370972,0.2320753633975983,cyfra1 punkt cyfra2 , 	Regional Geology ,cyfra1 ,cyfra1 punkt cyfra2  	Regional Geology cyfra1 ,,
103455,2,7,4.2 	Tenement Geology 	4,0.2033803611993789,0.2558240294456482,cyfra1 punkt cyfra2 , 	Tenement Geology ,cyfra1 ,cyfra1 punkt cyfra2  	Tenement Geology cyfra1 ,,
103455,2,8,5. 	Previous Explorations 	5,0.14290866255760193,0.2795692980289459,cyfra1 punkt , 	Previous Explorations ,cyfra1 ,cyfra1 punkt  	Previous Explorations cyfra1 ,,
103455,2,9,6. 	Exploration Work and Results 	6,0.14314784109592438,0.3033146262168884,cyfra1 punkt , 	Exploration Work and Results ,cyfra1 ,cyfra1 punkt  	Exploration Work and Results cyfra1 ,,
105472,2,1,Contents,0.10086529701948166,0.10913102328777312,,Contents,,Contents,,
105472,2,2,1 	SUMMARY 	3,0.09964346885681152,0.13048827648162842,cyfra1 , 	SUMMARY ,cyfra1 ,cyfra1  	SUMMARY cyfra1 ,,
105472,2,3,2 TENURE 	4,0.09955631196498872,0.15295399725437164,cyfra1 , TENURE ,cyfra1 ,cyfra1  TENURE cyfra1 ,,
105472,2,4,3 	LOCATION & ACCESS 	6,0.09946303814649582,0.1753219117720922,cyfra1 , 	LOCATION & ACCESS ,cyfra1 ,cyfra1  	LOCATION & ACCESS cyfra1 ,,
105472,2,5,4 	EXPLORATION IN RELINOUISHED SUBBLOCKS 	7,0.09929908812046052,0.1974654495716095,cyfra1 , 	EXPLORATION IN RELINOUISHED SUBBLOCKS ,cyfra1 ,cyfra1  	EXPLORATION IN RELINOUISHED SUBBLOCKS cyfra1 ,,
105472,2,6,4.1 	Geological Setting 	7,0.09939166158437727,0.21972505748271945,cyfra1 punkt cyfra2 , 	Geological Setting ,cyfra1 ,cyfra1 punkt cyfra2  	Geological Setting cyfra1 ,,
105472,2,7,4.2 	Historical Exploration 	8,0.09965458512306212,0.24214593569437665,cyfra1 punkt cyfra2 , 	Historical Exploration ,cyfra1 ,cyfra1 punkt cyfra2  	Historical Exploration cyfra1 ,,
105472,2,8,4.3 	SEM Exploration 	11,0.0995936244726181,0.26452690362930303,cyfra1 punkt cyfra2 , 	SEM Exploration ,cyfra1 ,cyfra1 punkt cyfra2  	SEM Exploration cyfra1 ,,
105472,2,9,5 CONCLUSIONS 	13,0.09930244088172913,0.2869553118944168,cyfra1 , CONCLUSIONS ,cyfra1 ,cyfra1  CONCLUSIONS cyfra1 ,,
105472,2,10,List of Figures,0.10012978315353394,0.3722763359546661,,List of Figures,,List of Figures,,
105472,2,11,Figure 1 	EPM26324 Tenure 	5,0.09996864199638368,0.4079775710900624,,Figure 1 	EPM26324 Tenure ,cyfra1 ,Figure 1 	EPM26324 Tenure cyfra1 ,0.0,manual
105472,2,12,Figure 2 	EPM26324 Location Plan 	6,0.0994313582777977,0.4244096676508586,,Figure 2 	EPM26324 Location Plan ,cyfra1 ,Figure 2 	EPM26324 Location Plan cyfra1 ,,
105472,2,13,"Figure 3 	Geological Setting EPM 26324 ""Fish Hole Creek"" 	7",0.10001571476459503,0.4403903484344481,,"Figure 3 	Geological Setting EPM 26324 ""Fish Hole Creek"" ",cyfra1 ,"Figure 3 	Geological Setting EPM 26324 ""Fish Hole Creek"" cyfra1 ",,
105472,2,14,Figure 4 	Historical Exploration Results and GSQ Mapped Geology 	9,0.09968098253011703,0.4569353560606639,,Figure 4 	Historical Exploration Results and GSQ Mapped Geology ,cyfra1 ,Figure 4 	Historical Exploration Results and GSQ Mapped Geology cyfra1 ,,
105472,2,15,Figure 5 	Historical Exploration Results (BLEG Results only) 	10,0.0995735004544258,0.473421573638916,,Figure 5 	Historical Exploration Results (BLEG Results only) ,cyfra1 ,Figure 5 	Historical Exploration Results (BLEG Results only) cyfra1 ,,
105472,2,16,Figure 6 	EPM 26324 Targets 	12,0.09962251782417296,0.4899547696113586,,Figure 6 	EPM 26324 Targets ,cyfra1 ,Figure 6 	EPM 26324 Targets cyfra1 ,,
105814,3,1,CARPENTARIA GOLD PTY LTD,0.3322666585445404,0.019124770537018776,,CARPENTARIA GOLD PTY LTD,,CARPENTARIA GOLD PTY LTD,0.0,manual
105814,3,2,TABLE OF CONTENTS,0.11297399550676344,0.06864843517541885,,TABLE OF CONTENTS,,TABLE OF CONTENTS,,
105814,3,3,1 Introduction 	5,0.11374343186616898,0.10784318670630456,cyfra1 , Introduction ,cyfra1 ,cyfra1  Introduction cyfra1 ,,
105814,3,4,2 	Location and Access 	5,0.11365044862031935,0.1284925490617752,cyfra1 , 	Location and Access ,cyfra1 ,cyfra1  	Location and Access cyfra1 ,,
105814,3,5,3 	Tenure 	7,0.11373387277126312,0.14904394249121347,cyfra1 , 	Tenure ,cyfra1 ,cyfra1  	Tenure cyfra1 ,,
105814,3,6,4 	Regional Geology 	9,0.1135142296552658,0.1694676180680593,cyfra1 , 	Regional Geology ,cyfra1 ,cyfra1  	Regional Geology cyfra1 ,,
105814,3,7,4.1 	Geology of EPM 16203 	10,0.13340480625629425,0.18983248869578045,cyfra1 punkt cyfra2 , 	Geology of EPM 16203 ,cyfra1 ,cyfra1 punkt cyfra2  	Geology of EPM 16203 cyfra1 ,,
105814,3,8,4.2 	Structure 	11,0.13336749374866486,0.2103606959184011,cyfra1 punkt cyfra2 , 	Structure ,cyfra1 ,cyfra1 punkt cyfra2  	Structure cyfra1 ,,
105814,3,9,4.3 	Mineralisation 	11,0.13326482474803925,0.23063949247201285,cyfra1 punkt cyfra2 , 	Mineralisation ,cyfra1 ,cyfra1 punkt cyfra2  	Mineralisation cyfra1 ,,
105814,3,10,5 	Previous Exploration 	14,0.11368804425001144,0.2512344221274058,cyfra1 , 	Previous Exploration ,cyfra1 ,cyfra1  	Previous Exploration cyfra1 ,,
105814,3,11,6 	Work conducted by Carpentaria Gold Pty Ltd on relinquished sub-blocks 	14,0.11388294398784635,0.2716716527938843,cyfra1 , 	Work conducted by Carpentaria Gold Pty Ltd on relinquished sub-blocks ,cyfra1 ,cyfra1  	Work conducted by Carpentaria Gold Pty Ltd on relinquished sub-blocks cyfra1 ,,
105814,3,12,6.1 	Regional Soil Sampling 	14,0.13409925997257233,0.2921125690142314,cyfra1 punkt cyfra2 , 	Regional Soil Sampling ,cyfra1 ,cyfra1 punkt cyfra2  	Regional Soil Sampling cyfra1 ,,
105814,3,13,6.2 	Prospect Soil Sampling 	14,0.13380925357341766,0.31271721919377643,cyfra1 punkt cyfra2 , 	Prospect Soil Sampling ,cyfra1 ,cyfra1 punkt cyfra2  	Prospect Soil Sampling cyfra1 ,,
105814,3,14,6.3 	Rock Chip Sampling 	14,0.13402555882930756,0.3332329293092092,cyfra1 punkt cyfra2 , 	Rock Chip Sampling ,cyfra1 ,cyfra1 punkt cyfra2  	Rock Chip Sampling cyfra1 ,,
105814,3,15,7 	Environment 	17,0.11403907090425493,0.3534905314445496,cyfra1 , 	Environment ,cyfra1 ,cyfra1  	Environment cyfra1 ,,
105814,3,16,8 	QAQC 	17,0.11378364264965055,0.3743622998396556,cyfra1 , 	QAQC ,cyfra1 ,cyfra1  	QAQC cyfra1 ,,
105814,3,17,9 References 	17,0.11404088884592055,0.3945127725601196,cyfra1 , References ,cyfra1 ,cyfra1  References cyfra1 ,,
105814,3,18,LIST OF FIGURES,0.11389517039060593,0.4491113722324371,,LIST OF FIGURES,,LIST OF FIGURES,,
105814,3,19,"All map projections in this report are in ""MGA Zone55 (GDA94)"" unless otherwise noted.",0.11267346143722536,0.4814016222953797,,"All map projections in this report are in ""MGA Zone55 (GDA94)"" unless otherwise noted.",,"All map projections in this report are in ""MGA Zone55 (GDA94)"" unless otherwise noted.",,
105814,3,20,"Figure 1: EPM 16203 ""Mt Success"" Location Map 	6",0.11406183987855913,0.5128694474697113,,"Figure 1: EPM 16203 ""Mt Success"" Location Map ",cyfra1 ,"Figure 1: EPM 16203 ""Mt Success"" Location Map cyfra1 ",,
105814,3,21,Figure 2: EPM 16203 Sub-block Identification Map 	8,0.11381123960018158,0.5282546877861023,,Figure 2: EPM 16203 Sub-block Identification Map ,cyfra1 ,Figure 2: EPM 16203 Sub-block Identification Map cyfra1 ,,
105814,3,22,Figure 3: Regional Geology of EPM 16203 	12,0.11392959207296373,0.5433985590934753,,Figure 3: Regional Geology of EPM 16203 ,cyfra1 ,Figure 3: Regional Geology of EPM 16203 cyfra1 ,,
105814,3,23,Figure 4: EPM 16203 Regional Geology Legend 	13,0.11367639899253845,0.5589854419231415,,Figure 4: EPM 16203 Regional Geology Legend ,cyfra1 ,Figure 4: EPM 16203 Regional Geology Legend cyfra1 ,0.0,manual
105814,3,24,Figure 5: Summary of work completed within relinquished sub-blocks 	15,0.11393575370311736,0.5741799473762512,,Figure 5: Summary of work completed within relinquished sub-blocks ,cyfra1 ,Figure 5: Summary of work completed within relinquished sub-blocks cyfra1 ,,
105814,3,25,Figure 6: Work completed within relinquished sub-blocks (coloured for Au) 	16,0.11384058743715285,0.5895170867443085,,Figure 6: Work completed within relinquished sub-blocks (coloured for Au) ,cyfra1 ,Figure 6: Work completed within relinquished sub-blocks (coloured for Au) cyfra1 ,0.0,manual
105814,3,26,LIST OF TABLES,0.11385825276374816,0.6372061967849731,,LIST OF TABLES,,LIST OF TABLES,,
105814,3,27,Table 1: Sub-blocks relinquished effective 27th September 2017 	7,0.11360730975866318,0.6691784560680389,,Table 1: Sub-blocks relinquished effective 27th September 2017 ,cyfra1 ,Table 1: Sub-blocks relinquished effective 27th September 2017 cyfra1 ,,
105814,3,28,Table 2: Sub-blocks retained Carpentaria Gold Pty Ltd 	7,0.11358337104320525,0.6848292648792267,,Table 2: Sub-blocks retained Carpentaria Gold Pty Ltd ,cyfra1 ,Table 2: Sub-blocks retained Carpentaria Gold Pty Ltd cyfra1 ,,
105814,3,29,EPM 16203 Mt Success 	3 	Partial Relinq Report 2017,0.1296353042125702,0.9640334049860636,,EPM 16203 Mt Success 	3 	Partial Relinq Report 2017,,EPM 16203 Mt Success 	3 	Partial Relinq Report 2017,,
111200,2,1,Table of contents,0.05907479673624039,0.06286825239658356,,Table of contents,,Table of contents,,
111200,2,2,Summary 	3,0.06025386229157448,0.1063620299100876,,Summary ,cyfra1 ,Summary cyfra1 ,,
111200,2,3,Introduction 	4,0.06005652248859405,0.12427301332354546,,Introduction ,cyfra1 ,Introduction cyfra1 ,,
111200,2,4,Resource authority information 	4,0.12080886960029602,0.14317533373832705,,Resource authority information ,cyfra1 ,Resource authority information cyfra1 ,,
111200,2,5,General area information 	5,0.12126945704221725,0.16201099753379822,,General area information ,cyfra1 ,General area information cyfra1 ,,
111200,2,6,Location map - resource authority 	6,0.12065431475639345,0.17991819977760315,,Location map - resource authority ,cyfra1 ,Location map - resource authority cyfra1 ,,
111200,2,7,Technical summary 	7,0.05974409356713295,0.19891174882650373,,Technical summary ,cyfra1 ,Technical summary cyfra1 ,,
111200,2,8,Previous work 	7,0.12097137421369553,0.2170010730624199,,Previous work ,cyfra1 ,Previous work cyfra1 ,,
111200,2,9,Work in reporting period and discussion 	8,0.12010766565799713,0.2358553856611252,,Work in reporting period and discussion ,cyfra1 ,Work in reporting period and discussion cyfra1 ,,
111200,2,10,Conclusion 	09,0.06024496629834175,0.2537306994199753,,Conclusion ,cyfra1 ,Conclusion cyfra1 ,,
111200,2,11,Statement of reason for relinquishment 	10,0.1202743873000145,0.27249979972839355,,Statement of reason for relinquishment ,cyfra1 ,Statement of reason for relinquishment cyfra1 ,,
111200,2,12,Copyright statement 	11,0.05983155593276024,0.2902820408344269,,Copyright statement ,cyfra1 ,Copyright statement cyfra1 ,,
111200,2,13,2 of 11,0.879205584526062,0.9352320432662964,cyfra1 , of 11,,cyfra1  of 11,,
111218,3,1,TABLE OF CONTENTS,0.3717927932739258,0.08814960718154907,,TABLE OF CONTENTS,,TABLE OF CONTENTS,,
111218,3,2,Page,0.8358084559440613,0.10643557459115982,,Page,,Page,,
111218,3,3,1 	INTRODUCTION 	1,0.1211077943444252,0.1300830990076065,cyfra1 , 	INTRODUCTION ,cyfra1 ,cyfra1  	INTRODUCTION cyfra1 ,,
111218,3,4,2 	GEOLOGICAL AND TECTONIC SETTING 	3,0.12082799524068832,0.15285407503445944,cyfra1 , 	GEOLOGICAL AND TECTONIC SETTING ,cyfra1 ,cyfra1  	GEOLOGICAL AND TECTONIC SETTING cyfra1 ,,
111218,3,5,3 	PREVIOUS MINOTAUR ACTIVITIES 	6,0.12090235948562622,0.1758380581935247,cyfra1 , 	PREVIOUS MINOTAUR ACTIVITIES ,cyfra1 ,cyfra1  	PREVIOUS MINOTAUR ACTIVITIES cyfra1 ,,
111218,3,6,4 	MINOTAUR ACTIVITIES FOR THE CURRENT PERIOD 	10,0.12058443576097487,0.19887048999468485,cyfra1 , 	MINOTAUR ACTIVITIES FOR THE CURRENT PERIOD ,cyfra1 ,cyfra1  	MINOTAUR ACTIVITIES FOR THE CURRENT PERIOD cyfra1 ,,
111218,3,7,4.1 	MINOTAUR-ASSISTED UNIVERSITY RESEARCH 	11,0.14049792289733887,0.22189380725224814,cyfra1 punkt cyfra2 , 	MINOTAUR-ASSISTED UNIVERSITY RESEARCH ,cyfra1 ,cyfra1 punkt cyfra2  	MINOTAUR-ASSISTED UNIVERSITY RESEARCH cyfra1 ,,
111218,3,8,4.1.1 	University of South Australia isotopic analysis 	15,0.16106991469860074,0.2447092980146408,cyfra1 punkt cyfra2 punkt cyfra3 , 	University of South Australia isotopic analysis ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  	University of South Australia isotopic analysis cyfra1 ,,
111218,3,9,4.1.2 	Murdoch University deposit genesis study 	15,0.16094835102558136,0.2678769330183665,cyfra1 punkt cyfra2 punkt cyfra3 , 	Murdoch University deposit genesis study ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  	Murdoch University deposit genesis study cyfra1 ,,
111218,3,10,4.1.3 	Monash University metal and fluid source study 	15,0.1610536128282547,0.29081956545511883,cyfra1 punkt cyfra2 punkt cyfra3 , 	Monash University metal and fluid source study ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  	Monash University metal and fluid source study cyfra1 ,,
111218,3,11,4.2 	INTERPRETATION OF REGIONAL MAGNETOTELLURIC DATA 	16,0.14018602669239044,0.31420772274335224,cyfra1 punkt cyfra2 , 	INTERPRETATION OF REGIONAL MAGNETOTELLURIC DATA ,cyfra1 ,cyfra1 punkt cyfra2  	INTERPRETATION OF REGIONAL MAGNETOTELLURIC DATA cyfra1 ,,
111218,3,12,4.2.1 	Results 	17,0.16179300844669342,0.3373081386089325,cyfra1 punkt cyfra2 punkt cyfra3 , 	Results ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  	Results cyfra1 ,,
111218,3,13,5 	CONCLUSIONS 	19,0.12070327997207644,0.3604355752468109,cyfra1 , 	CONCLUSIONS ,cyfra1 ,cyfra1  	CONCLUSIONS cyfra1 ,,
111218,3,14,6 	REFERENCES 	20,0.12107038497924805,0.3834662735462189,cyfra1 , 	REFERENCES ,cyfra1 ,cyfra1  	REFERENCES cyfra1 ,,
111218,3,15,LIST OF FIGURES,0.3988318741321564,0.43216511607170105,,LIST OF FIGURES,,LIST OF FIGURES,,
111218,3,16,Figure 1: Regional location plan of tenement EPM 8608 	1,0.12063232809305192,0.4703387320041657,,Figure 1: Regional location plan of tenement EPM 8608 ,cyfra1 ,Figure 1: Regional location plan of tenement EPM 8608 cyfra1 ,0.0,manual
111218,3,17,Figure 2: Sub-block map for EPM 8608 	3,0.120525561273098,0.4864170700311661,,Figure 2: Sub-block map for EPM 8608 ,cyfra1 ,Figure 2: Sub-block map for EPM 8608 cyfra1 ,,
111218,3,18,"Figure 3: Interpreted tectonic map for EPM 8608 (GSQ, 2011) 	4",0.12055879086256027,0.5020913481712341,,"Figure 3: Interpreted tectonic map for EPM 8608 (GSQ, 2011) ",cyfra1 ,"Figure 3: Interpreted tectonic map for EPM 8608 (GSQ, 2011) cyfra1 ",,
111218,3,19,"Figure 4: Proterozoic event stratigraphy for the Eastern Fold Belt (Betts and Giles, 2006). 	5",0.12047269940376285,0.5180064439773561,,"Figure 4: Proterozoic event stratigraphy for the Eastern Fold Belt (Betts and Giles, 2006). ",cyfra1 ,"Figure 4: Proterozoic event stratigraphy for the Eastern Fold Belt (Betts and Giles, 2006). cyfra1 ",0.0,manual
