DocID,PageNum,MedConfidence,AvgConfidence,RangeConfidence,IQRConfidence,MedLineLen,ContainsFigWord,ContainsFigLn,FigPos,FigPage
26114,4,99.55659676,97.87885348,11.43209457,1.404054642,35.5,1,1,0.388888889,0
26114,5,99.22328186,98.82173634,4.589702606,0.935880661,88.5,0,0,-1,0
26114,6,99.28792572,97.73296537,12.41078949,1.175413132,40,1,1,0.064516129,0
26114,7,97.52724648,89.25146765,82.64466667,8.086241722,14.5,1,1,0.941176471,1
26114,8,99.40683746,99.15500732,2.667493184,0.40417099,88,0,0,-1,0
26114,9,99.64485931,99.24936945,3.477073669,0.898217519,87,0,0,-1,0
26114,10,99.12560272,98.62242082,15.37421417,0.69603157,80.5,0,0,-1,0
26114,11,99.62408447,99.07327235,6.266609192,0.44011116,88.5,1,1,0.8125,0
26114,12,95.03916772,92.76528036,43.72635746,9.475772095,7.5,1,1,0.975,1
26114,13,92.63556671,90.80781319,38.09765371,11.70219803,22,1,1,0.972972973,1
26114,14,98.83813667,92.02892261,52.20078913,9.718740463,9.5,1,1,0.916666667,1
26114,15,72.65333939,70.68713756,66.24566269,24.78829288,54,1,1,0.958333333,1
26114,16,99.47233963,99.15692329,3.012084961,0.602308273,91.5,0,0,-1,0
26114,17,99.37754059,99.16986249,2.667088826,0.510612488,85,0,0,-1,0
26114,18,99.04039764,84.93259786,68.14824931,3.34992218,22,0,0,-1,0
26168,1,98.1017952,91.92604277,73.35437775,4.824411392,10.5,0,0,-1,0
26168,2,99.29850006,91.18976838,53.17330297,15.82913049,20,0,0,-1,0
26168,3,99.57486343,98.62191971,11.41917419,0.638738632,26.5,1,1,0.3125,0
26168,4,99.10897064,97.98397619,7.836784363,2.553096771,38,0,0,-1,0
26168,5,99.77913284,99.20844748,5.657958984,0.234765053,28.5,1,1,0.833333333,0
26168,6,99.64672089,99.18298557,5.400993347,0.447147369,88.5,1,1,0.529411765,0
26168,7,99.63540649,99.11289169,5.804084778,0.765536308,42.5,0,0,-1,0
26168,8,99.66014862,99.31123038,2.221870422,0.596250534,89,0,0,-1,0
26168,9,99.42871857,99.10803386,2.948425293,0.796686172,77,0,0,-1,0
26515,1,98.13656235,83.23047014,61.60781097,34.97101688,11.5,0,0,-1,0
26515,2,99.80636597,99.66845116,1.24622345,0.409561157,14,0,0,-1,0
26515,3,99.78583781,96.12993574,30.31580734,1.63057518,20.5,0,0,-1,0
26515,4,99.81188202,98.6124397,6.326313019,2.041312536,32,1,1,0.545454545,0
26515,5,99.82440186,99.49950136,1.670417786,0.503538132,91,0,0,-1,0
26515,6,99.41799927,95.84003403,30.97277641,2.319000244,29,1,1,0.064516129,0
26515,7,95.19624519,84.3332119,97.82280397,9.712515513,13.5,1,1,0.941176471,1
26515,8,99.40519714,99.02827536,4.321609497,1.310028076,91,0,0,-1,0
26515,9,99.54899216,99.10475172,4.465171814,0.661857605,91,0,0,-1,0
26515,10,99.30319214,98.70612104,6.601303101,1.805000305,88,1,1,0.939393939,0
26515,11,99.85226822,96.76654682,44.27408361,3.534936269,6,1,1,0.970588235,1
26515,12,99.08353424,95.67946559,32.98150539,4.479970932,11,1,1,0.974358974,1
26515,13,99.71666718,99.50981864,2.78818512,0.398628235,85,1,1,0.137931034,0
26515,14,99.88623047,92.70002153,50.98748398,11.65489451,7,1,1,0.933333333,1
26515,15,99.30792236,99.33219771,1.499710083,0.527893066,82,0,0,-1,0
26518,1,96.36881256,88.73957894,57.426548,6.616371155,13,0,0,-1,0
26518,2,99.81165314,94.48875134,56.54410553,1.284896851,13,0,0,-1,0
26518,3,99.6105334,95.5720645,38.2404747,1.866556168,22.5,0,0,-1,0
26518,4,99.29132843,98.36608182,8.670066833,2.032032013,30,1,1,0.538461538,0
26518,5,99.65426636,99.37133942,1.395675659,0.864555359,32,0,0,-1,0
26518,6,99.40882874,98.88626242,6.749458313,0.894278208,59,1,1,0.290322581,0
26518,7,89.44493612,80.35699063,90.4595089,30.32758141,16,1,1,0.962264151,1
26518,8,99.54383087,98.240553,10.14706993,2.124969482,47,1,1,0.575757576,0
26518,9,93.42000961,91.03837385,42.4757576,9.540220261,21,1,1,0.962962963,1
26518,10,99.74378967,99.22202492,2.977397919,0.700409889,67,1,1,0.333333333,0
26518,11,96.4875768,93.15515106,26.04493713,10.41997274,18,1,1,0.931034483,1
26525,1,99.60054779,86.35304151,56.88577271,22.17066765,14,0,0,-1,0
26525,2,99.69873428,98.15774645,12.90549469,0.385839462,15,0,0,-1,0
26525,3,99.41444778,98.32675706,22.14886856,1.153722127,28.5,0,0,-1,0
26525,4,99.60949707,98.19788001,13.60624695,1.575216929,50,1,1,0.260869565,0
26525,5,99.77129364,99.06523152,9.371543884,0.736400604,90,0,0,-1,0
26525,6,99.14294052,96.81702526,26.86169243,4.157934189,35,1,1,0.102564103,0
26525,7,98.44630203,95.01008102,44.342031,4.596896172,20,1,1,0.931818182,1
26525,8,96.84043694,95.26596223,21.70561028,8.055656433,20.5,0,0,-1,0
26525,9,98.72186279,96.44408521,16.17041397,6.273471832,17,0,0,-1,0
26525,10,99.29911804,97.78883117,15.72055054,1.24584198,81,0,0,-1,0
26525,11,99.37295914,98.89492356,6.151935577,1.159385681,90,0,0,-1,0
26525,12,99.72502899,99.31074439,4.29983139,0.465820313,88,0,0,-1,0
26525,13,99.78408813,99.40245965,6.135894775,0.34627533,90,0,0,-1,0
26525,14,99.5202446,99.41491018,3.048465729,0.5873909,91,0,0,-1,0
26525,15,99.03903198,98.66601799,5.044868469,0.928730011,90,0,0,-1,0
26525,16,99.54664993,96.46797769,63.49944305,1.338916779,75.5,0,0,-1,0
26525,17,99.5728035,98.52139729,19.15173721,0.582660675,37,0,0,-1,0
26525,18,99.6648941,99.39226578,2.333816528,0.537517548,87,0,0,-1,0
26525,19,99.58467102,99.03594349,9.384951274,0.69411087,90.5,0,0,-1,0
26525,20,99.56906128,99.03555576,4.514648438,1.060781479,93.5,0,0,-1,0
26525,21,99.43601227,98.96068662,8.688796997,0.664176941,87,0,0,-1,0
26525,22,99.64736938,99.263791,7.739705404,0.519945145,90,1,1,0.631578947,0
26525,23,99.61800385,99.4632824,1.867141724,0.599853516,84,0,0,-1,0
26525,24,99.64229965,98.32461767,20.92914581,2.56684494,50,0,0,-1,0
26525,25,99.63505554,98.63085305,13.70038605,1.23550415,76,0,0,-1,0
26525,26,99.69734192,97.46723557,51.05692291,1.446430206,69,0,0,-1,0
26845,1,98.72345352,92.75313786,46.25448608,5.492753983,8.5,0,0,-1,0
26845,2,99.73960876,96.71617737,32.16384125,0.315639496,13,0,0,-1,0
26845,3,99.6802063,98.2784938,19.77925746,0.689963659,18,0,0,-1,0
26845,4,99.65424347,93.43109897,74.32152748,2.170456568,32,1,1,0.368421053,0
26845,5,99.77681351,99.46993365,2.305587769,0.408994675,82.5,0,0,-1,0
26845,6,99.6607666,98.52604115,27.78707695,0.642272949,67,1,1,0.060606061,0
26845,7,97.43944168,90.30269584,78.11564445,10.92755636,17,1,1,0.942857143,1
26845,8,99.70034027,99.3462115,2.847415924,0.719398499,88,0,0,-1,0
26845,9,99.61824036,98.79476176,9.77868398,0.6745224,86,0,0,-1,0
26845,10,99.72779465,99.24123864,6.691131592,0.531196594,80,1,1,0.96969697,0
26845,11,97.40501404,90.72245828,84.54693222,8.735432943,8,1,1,0.971428571,1
26845,12,95.00247192,93.12649947,32.25409698,8.424713135,8,1,1,0.971428571,1
26845,13,99.454216,99.27421403,2.461090088,0.658205032,83.5,1,1,0.1875,0
26845,14,96.8216416,94.21456337,62.06451832,5.911989039,50,1,1,0.976744186,1
26845,15,96.54705048,92.55825492,28.51834869,12.68310547,7,1,1,0.941176471,1
26845,16,99.37112045,99.11794331,3.869987488,0.584236145,84,0,0,-1,0
26845,17,99.66701508,99.48304782,1.629615784,0.528179169,83,0,0,-1,0
27409,1,98.58561707,92.59225435,50.08619308,2.853088379,13,0,0,-1,0
27409,2,99.73057938,96.60112572,15.65995026,5.850389481,13,0,0,-1,0
27409,3,99.77697055,96.79302788,22.28522746,3.823013306,23.5,0,0,-1,0
27409,4,99.4384079,99.00900798,3.20932134,0.907226563,26.5,1,1,0.333333333,0
27409,5,99.72203064,99.19358167,4.085597992,0.678100586,80,0,0,-1,0
27409,6,99.51117706,98.47449727,6.811225891,2.200050354,38,1,1,0.129032258,0
27409,7,97.03004328,93.06423345,58.24649429,7.15597713,16,1,1,0.952380952,1
27409,8,99.72403336,99.49943157,1.260719299,0.677898407,83,1,1,0.875,0
27409,9,99.14873377,96.60430488,21.15218353,3.718696594,13,1,1,0.928571429,1
27409,10,99.4657135,98.28326827,16.12567139,1.060157776,80,1,1,0.783783784,0
27409,11,99.72768656,99.66913274,0.511486053,0.319213867,81,0,0,-1,0
27958,1,99.87999344,95.87963295,20.240242,3.109262466,10,0,0,-1,0
27958,2,99.64390564,98.98069818,5.132766724,0.987264633,11,0,0,-1,0
27958,3,99.62847265,97.33511823,21.6426239,0.457897504,20,0,0,-1,0
27958,4,99.27650261,98.43352254,3.767864227,2.393862724,19.5,0,0,-1,0
27958,5,99.82800293,99.74448268,0.510383606,0.171447754,34.5,0,0,-1,0
27958,6,99.63102341,99.27502157,3.642766317,0.754383087,85,0,0,-1,0
27958,7,99.68053945,99.53791866,1.633911133,0.369873047,89,0,0,-1,0
27972,1,99.744133,94.83592076,37.93054581,0.951850891,22,0,0,-1,0
27972,2,99.58600616,97.44049297,30.36000061,1.241294861,21,0,0,-1,0
27972,3,99.71595891,98.58088127,18.44703166,0.967715581,23,0,0,-1,0
27972,4,99.21676254,93.20458543,30.86692047,9.535507202,39,1,1,0.421052632,0
27972,5,99.27135086,98.73915935,7.021087646,0.949116389,47,0,0,-1,0
27972,6,99.69565582,99.14328704,8.193649292,0.889087677,47,0,0,-1,0
27972,7,99.59189606,97.83021461,14.39300156,0.795532227,42,1,1,0.121212121,0
27972,8,98.40995026,91.84371598,78.87554741,9.040592194,17,1,1,0.981818182,1
27972,9,99.31067657,97.22738565,16.20553589,2.552188873,21,0,0,-1,0
27972,10,99.45857239,99.1586808,3.010147095,0.93447876,82,0,0,-1,0
27972,11,99.76731873,99.43697021,5.715522766,0.358186722,71,0,0,-1,0
27972,12,99.74501038,99.49084364,2.384841919,0.437770844,76,0,0,-1,0
27972,13,99.37666321,99.08006169,4.074836731,1.045204163,78,0,0,-1,0
27972,14,99.58280563,99.07179041,8.830368042,0.76574707,79,0,0,-1,0
27972,15,99.70952225,98.71344995,12.48366165,0.534831047,36,0,0,-1,0
27972,16,99.35321045,98.31410935,15.31500626,1.161392212,68.5,0,0,-1,0
27972,17,99.79298019,97.9776538,22.45206261,0.721424103,30,0,0,-1,0
27972,18,99.57952881,97.57588955,35.83686066,1.002490997,74,1,0,0.548387097,0
27972,19,28.62802029,28.62802029,9.629076004,4.814538002,28,0,0,-1,1
27972,20,99.60178375,95.45310659,69.52440262,2.419082642,25,1,1,0.945945946,1
27972,21,47.2132225,53.59898646,84.02075386,49.83486605,3,0,0,-1,1
27972,23,35.32223129,30.91939199,42.7093792,30.7548697,4.5,0,0,-1,1
27972,24,96.18297672,95.30815824,15.86099582,4.735139105,67.5,0,0,-1,0
27972,25,99.76305008,99.47207059,2.587265015,0.17993927,78,0,0,-1,0
27972,26,99.61264038,99.29596412,4.735618591,0.608486176,74,0,0,-1,0
28298,1,99.52584839,90.47984526,63.52787399,9.602588654,12,0,0,-1,0
28298,2,99.76672363,96.78127456,32.12368011,0.81415844,13,0,0,-1,0
28298,3,99.75041199,98.54422582,11.86325328,0.602352142,27,0,0,-1,0
28298,4,99.75231552,99.44739327,1.810005188,0.507049561,35,1,1,0.692307692,0
28298,5,99.73319244,99.03995323,12.83600616,0.617225647,85,1,1,0.147058824,0
28298,6,98.09505844,93.09532852,41.29073715,9.765052795,14,1,1,0.931034483,1
28298,7,99.40262604,96.58705798,29.39949036,2.474742889,79,1,1,0.529411765,0
28298,8,99.58916473,99.0357869,5.645713806,0.712142944,85,1,1,0.48,0
28298,9,60.13357766,59.14500657,92.146698,36.71392345,6.5,0,0,-1,1
28298,10,99.57158661,89.12476565,72.48871422,11.08952713,4,1,1,0.933333333,1
28298,11,98.98397827,92.03847226,36.22647762,10.38087463,5,1,1,0.923076923,1
28298,12,96.85648727,83.85486309,80.14139748,16.37409496,3.5,1,1,0.9375,1
29013,1,94.60534286,86.53034183,70.11355972,15.27346039,11.5,0,0,-1,0
29013,2,99.80477905,96.1137305,26.23147583,1.529525757,14,0,0,-1,0
29013,3,99.6744887,98.05011177,13.18196615,0.840590159,33.5,0,0,-1,0
29013,4,99.46177419,98.21104881,12.44676971,1.219052633,55,1,1,0.107142857,0
29013,5,99.69522858,99.60509472,1.051544189,0.356071472,83,0,0,-1,0
29013,6,99.49645996,98.00569819,17.23651505,1.143188477,42.5,1,1,0.264705882,0
29013,7,94.89286041,92.61295283,40.16902542,10.27943611,12,1,1,0.966666667,1
29013,8,99.71028519,99.12407116,15.61219279,0.494962692,86,0,0,-1,0
29013,9,99.37644196,98.46955809,19.24502182,1.042049408,35,0,0,-1,0
29013,10,99.69358826,98.9812691,9.218994141,0.514522552,46,0,0,-1,0
29013,11,99.70787048,99.1610186,4.877540588,0.412662506,64,0,0,-1,0
29013,12,99.70870972,98.96090298,8.268238068,0.81035614,56,0,0,-1,0
29013,13,99.75420761,98.49660339,14.01416779,0.994143009,42.5,0,0,-1,0
29013,14,99.76195908,98.80307202,14.4146347,1.066188812,44,0,0,-1,0
29013,15,99.79520035,90.94198589,65.24803162,3.124501467,57,0,0,-1,0
29013,16,99.76217651,99.58751166,1.827598572,0.307907104,86,0,0,-1,0
29013,17,98.93000412,98.79927985,2.420144399,1.373535474,30,0,0,-1,0
29349,1,99.50332642,94.12249875,34.19678497,5.90256691,15,0,0,-1,0
29349,2,99.81473923,98.16268321,20.44108963,0.63643837,15.5,0,0,-1,0
29349,3,99.77813466,98.24214533,7.305084229,2.535299301,26,0,0,-1,0
29349,4,99.71443939,99.28174309,3.527072906,0.560625076,40,1,1,0.608695652,0
29349,5,99.50993729,99.14457355,5.395584106,0.574310303,78,0,0,-1,0
29349,6,99.60955811,98.30126761,18.92498779,0.660861969,75,1,1,0.628571429,0
29349,7,97.51751518,91.23847279,62.37174225,14.98379612,13,1,1,0.970588235,1
29349,8,99.59725189,99.1596488,8.625511169,0.461407661,77.5,1,0,0.5,0
29349,9,98.28319772,97.68984618,11.65646362,1.8525877,21,1,1,0.928571429,1
29349,10,99.36652374,97.94097989,15.08489227,1.00481987,71.5,1,1,0.05,0
29349,11,99.58408356,99.42663468,1.996902466,0.55547142,79,1,0,0.222222222,0
29349,12,99.70325216,99.42425639,2.694496155,0.39012146,30,0,0,-1,0
29349,13,98.88801722,98.71861219,8.058262507,0.504945611,122,0,0,-1,0
29349,14,98.50321858,98.46265557,4.04836853,1.007073711,122,0,0,-1,0
29733,1,99.05213928,93.15466995,41.63093948,3.929821014,16,0,0,-1,0
29733,2,99.75088501,97.28782899,27.42951584,1.510951042,19,0,0,-1,0
29733,3,99.63102468,97.228092,21.55694707,0.831451416,23,0,0,-1,0
29733,4,99.77207565,99.66464815,0.83518219,0.262756983,33.5,1,1,0.5,0
29733,5,99.49017334,98.72605836,7.283927917,1.249645233,62,0,0,-1,0
29733,6,99.62317657,98.36453686,19.9402949,0.572242737,24,1,1,0.24137931,0
29733,7,96.49453735,88.41656553,49.22952271,19.69045639,14,1,1,0.939393939,1
29733,8,99.68309402,99.2662606,5.886711121,0.4926548,77.5,1,1,0.970588235,0
29733,9,99.51953761,96.80541194,21.58343506,1.483927727,50.5,1,1,0.794117647,0
29733,10,95.40166473,83.31117894,82.75251579,23.35707779,14,1,1,0.933333333,1
29733,11,99.71993256,99.32347816,5.563926697,0.542118073,59,0,0,-1,0
29850,1,99.71962738,87.28699554,69.27353668,6.922328949,13,0,0,-1,0
29850,2,99.88454056,98.31770119,19.47160339,0.089004517,18,0,0,-1,0
29850,3,99.76369222,99.68691311,0.778462728,0.384867986,22,0,0,-1,0
29850,4,99.75138855,99.61071388,0.828933716,0.255776087,44,1,1,0.25,0
29850,5,99.79976845,99.58568382,1.711700439,0.159000397,40,0,0,-1,0
29850,6,99.60323715,98.23708534,13.89134216,1.767970221,47.5,1,1,0.973684211,0
29850,7,98.0835139,93.43588033,59.7484169,6.688817978,14.5,1,1,0.944444444,1
29850,8,99.56698227,98.25051418,11.54040527,1.00652504,73.5,0,0,-1,0
29850,9,99.63028717,97.86515197,27.89567566,1.203994751,78,0,0,-1,0
30281,1,98.49541473,94.93084653,33.46946716,4.255361557,12.5,0,0,-1,0
30281,2,99.80685425,94.69029678,42.05277634,1.410978317,19,1,1,0.684210526,0
30281,3,99.07492065,96.75357119,18.63413239,3.659906387,36,1,1,0.333333333,0
30281,4,99.66366577,99.43801294,2.655715942,0.376022339,78,0,0,-1,0
30281,5,99.64027405,99.17015943,10.80619812,0.564529419,73,1,1,0.212121212,0
30281,6,99.22672272,98.59930583,5.652439117,0.867923737,46,0,0,-1,0
30392,1,99.34561539,91.87009006,43.47932816,10.60786057,15,0,0,-1,0
30392,2,99.77372742,95.06473181,54.864247,0.519163132,14,0,0,-1,0
30392,3,99.75819397,91.99861425,69.72316074,0.58293438,22.5,1,1,0.375,0
30392,4,99.80474345,95.88383714,24.94928169,1.176371257,17,0,0,-1,0
30392,5,99.79824066,97.12649536,18.83690643,0.059379578,47,0,0,-1,0
30392,6,99.54608917,98.05567015,24.71319071,0.47202301,72,1,1,0.636363636,0
30392,7,99.41397095,98.71216013,5.21814092,1.52747345,72.5,1,1,0.65625,0
30392,8,99.5454483,96.1090978,17.59906006,4.144721985,50,0,0,-1,0
30540,1,99.44551849,96.51474039,24.02600098,2.810558319,16,0,0,-1,0
30540,2,99.82780075,97.94300461,28.51685333,0.155163765,13,0,0,-1,0
30540,3,99.67942429,99.41975795,1.761563619,0.713593165,22,0,0,-1,0
30540,4,99.78157616,98.90554228,7.984430949,0.752839088,33,1,1,0.357142857,0
30540,5,99.4050293,97.70558809,12.68523788,1.706092834,39.5,1,1,0.447368421,0
30540,6,97.10253143,88.73673496,54.42681503,15.58824158,14,1,1,0.945945946,1
30540,7,99.54212952,99.29402642,3.656166077,0.709373474,85,1,1,0.972972973,0
30540,8,98.34794998,96.36468772,68.54297829,2.413780212,50,1,1,0.461538462,0
30540,9,99.64348221,99.48451508,1.955223083,0.494537354,86.5,0,0,-1,0
30540,10,99.22600937,98.90788142,5.822052002,0.596637726,81,0,0,-1,0
31069,1,99.72020721,98.62736953,14.92514801,1.148162842,11,0,0,-1,0
31069,2,99.71585846,99.18593625,6.283737183,0.284229279,13,0,0,-1,0
31069,3,99.82941437,96.97249148,19.1003774,1.203377406,18,0,0,-1,0
31069,4,99.86841583,99.37730789,2.184635162,0.743396759,18,1,1,0.285714286,0
31069,5,99.76958466,99.64683533,1.142059326,0.197835922,67.5,0,0,-1,0
31069,6,99.61719513,99.28982735,5.259403229,0.565696716,75.5,1,1,0.764705882,0
31069,7,99.71086884,99.25203129,8.436080933,0.547088623,78,0,0,-1,0
31069,8,99.69838079,99.26223558,4.664863586,0.465713501,79.5,0,0,-1,0
31356,1,99.57736969,90.18209939,78.71782875,2.580879211,13,0,0,-1,0
31356,2,99.8984375,95.10995026,32.72304535,0.94959259,17,0,0,-1,0
31356,3,99.815389,99.27669548,4.121681213,0.253583272,19,0,0,-1,0
31356,4,99.07579486,97.97146845,8.141235352,1.720685323,40,1,1,0.625,0
31356,5,99.465271,99.12243444,4.671714783,0.866523743,55,0,0,-1,0
31356,6,99.51737213,99.22276121,4.933815002,0.785949707,79,1,1,0.621621622,0
31356,7,98.20863978,95.76676501,69.57162476,2.800713221,58,0,0,-1,0
31356,8,99.62604523,97.87892072,29.16690636,0.315856934,87,1,1,0.823529412,0
32676,1,99.78869629,91.27875824,72.44525146,5.434783936,13,0,0,-1,0
32676,2,99.8429451,95.41348149,53.44174194,0.531791687,16,0,0,-1,0
32676,3,99.78277842,98.43930971,16.69088745,0.79993248,22,0,0,-1,0
32676,4,99.78770701,98.23402143,13.75614166,1.699020386,42,1,1,0.176470588,0
32676,5,99.71980667,94.37789259,60.26602173,1.567569733,31,0,0,-1,0
32676,6,99.78176117,94.26698875,63.69394302,0.498718262,82,0,0,-1,0
32676,7,94.63510132,89.56119948,87.27981472,12.46814315,12,1,1,0.955555556,1
32676,8,99.18776703,94.75402374,40.57796478,6.833468755,45,1,1,0.128205128,0
32676,9,99.7585144,97.63373196,78.10045242,0.526226044,79,0,0,-1,0
32676,10,99.75220299,96.40887038,51.23672104,0.702783585,76,0,0,-1,0
32676,11,99.53598022,98.76090351,5.76024882,0.82529068,36,0,0,-1,0
32676,12,99.6336441,99.50164039,3.313824972,0.306724548,81,1,1,0.794871795,0
32676,13,99.5905962,98.14160049,26.17182922,0.727161407,79,0,0,-1,0
32676,14,99.57398605,97.74905769,45.16960526,0.398151398,78,0,0,-1,0
32676,15,98.57387719,97.71339106,20.90601349,1.032271703,103,0,0,-1,0
32676,16,99.54286957,99.22744714,3.705978394,0.519699097,81,0,0,-1,0
32676,17,99.6504097,99.27078228,4.155540466,0.455312729,78,0,0,-1,0
32676,18,99.67749786,98.45594574,21.29959106,0.536964417,80,1,0,0.774193548,0
32676,19,99.19844818,97.58401835,35.03865051,0.983886719,72,0,0,-1,0
33054,1,99.65125275,97.01077318,29.48823547,1.995613098,17,0,0,-1,0
33054,2,99.8294754,96.94798122,28.2135849,0.844894409,13,0,0,-1,0
33054,3,99.72468821,98.05257893,13.61017354,1.114201864,22,0,0,-1,0
33054,4,99.71459961,99.18645124,2.379234314,1.481079102,25,1,1,0.444444444,0
33054,5,99.69051743,99.36778431,3.397186279,0.56539917,78,0,0,-1,0
33054,6,99.73955645,97.81534037,14.86069107,1.108722687,63,1,1,0.225806452,0
33054,7,99.68132591,99.2522047,3.317436218,0.569807053,84,0,0,-1,0
33054,8,99.59357452,98.843025,11.43878555,0.419761658,85.5,1,1,0.944444444,0
33054,9,99.73613739,99.4039582,3.558006287,0.237709045,87,1,1,0.448275862,0
33355,1,98.62837982,90.17205253,69.00391769,3.271774292,13,0,0,-1,0
33355,2,99.58905029,94.18905032,43.6784277,0.493058205,14,1,0,0.25,0
33355,3,95.09041595,76.45626654,92.15414333,37.53891754,10,1,1,0.243243243,1
33412,1,99.85153198,96.18200801,35.43969612,1.848571777,18,0,0,-1,0
33412,2,99.84609477,98.64738459,14.93188222,0.193694433,18,1,1,0.652173913,0
33412,3,99.81068611,97.21327031,25.43791199,0.264691353,23,0,0,-1,0
36198,1,99.82453918,99.62570411,2.762153625,0.240116119,17,0,0,-1,0
