DocID,PageNum,LineNum,NormedLineNum,Text,Words2Width,WordsWidth,Width,Height,Left,Top,ContainsNum,Centrality,Heading,WordCount
21838,7,3,0.083333333,"2.1 Authority to Prospect 5899M ""Stockman Creek""",1,0.572718799,0.572718799,0.019601142,0.142551139,0.166223735,1,0.851696471,2,7
21838,7,22,0.875,"2.2 Authority to Prospect 6050M ""Einasleigh""",1,0.500804126,0.500804126,0.019092184,0.148499548,0.719312727,1,0.78909298,2,6
21838,7,2,0.041666667,"2. 	TENEMENT HISTORY",0.532191509,0.258130059,0.485032275,0.015303506,0.141941637,0.120077241,1,0.758960792,1,3
21838,7,4,0.125,"Authority to Prospect 5899M ""Stockman Creek"" (Figure 1) was",1,0.730809212,0.730809212,0.017142745,0.14201729,0.214740828,0,0.984517343,0,9
21838,7,5,0.166666667,granted to BHP Minerals Lta on 26 May 1989 for a period of,1,0.730176032,0.730176032,0.017548418,0.143389955,0.235537961,0,0.982314199,0,13
21838,7,6,0.208333333,"two years 	Previous tenement history is detailed in",0.923646897,0.674447343,0.73020041,0.014877139,0.144393235,0.258992374,0,0.980195765,0,8
21838,7,7,0.25,Sheppard et al. (1990),1,0.270106584,0.270106584,0.014670684,0.14407666,0.280151904,0,0.539229865,0,4
21838,7,8,0.291666667,BLOCK IDENTIFICATION MAPS - SERIES B,1,0.432299376,0.432299376,0.012523408,0.293798923,0.320946872,0,0.979246204,0,6
21838,7,9,0.333333333,TOWNSVILLE/NORMANTON,1,0.23731795,0.23731795,0.011909885,0.390995681,0.342658699,0,0.979859443,0,1
21838,7,10,0.375,"BLOCK 	SUB-BLOCK",0.48142128,0.168559182,0.350128233,0.010975851,0.145077169,0.385543332,0,0.624786161,0,2
21838,7,11,0.416666667,Normanton,1,0.110736229,0.110736229,0.010762039,0.144350082,0.428849906,0,0.373564057,0,1
21838,7,12,0.458333333,"2231 	b,d,e,ghJkN0Ps,t,UW,XY,2 h, n,",0.798254166,0.516394734,0.646905154,0.014091849,0.147016793,0.448313132,1,0.938394937,0,4
21838,7,13,0.5,"2232 	a,b,o,d,e,f,g,h,,1,m,n,0,q,r,s n,",0.752183291,0.418933395,0.55695653,0.013049185,0.146759868,0.469395936,1,0.844035236,0,3
21838,7,14,0.541666667,"t,u,V,W,X,y,z V, W,",1,0.155746877,0.155746877,0.010499563,0.326680601,0.490946531,0,0.800884861,0,3
21838,7,15,0.583333333,"2304 	a,b,c,d,e,",0.568918419,0.172148455,0.302588999,0.012332617,0.147111654,0.511357605,1,0.57944315,0,2
21838,7,16,0.625,Townsville,1,0.12123803,0.12123803,0.011791606,0.145941794,0.553047836,0,0.387838859,0,1
21838,7,17,0.666666667,"2161 	a,b,,d,,n,,pqr,,t,U,VWxY2 p G, r, t u, V W, X",0.789715137,0.507111903,0.642145351,0.013044222,0.147948936,0.57386151,1,0.935374676,0,10
21838,7,18,0.708333333,"2162 	b,f,g,l,m,,r,V,W,X,y m, V, W,",0.691563781,0.300083384,0.433920041,0.013114942,0.147747561,0.59598276,1,0.717758686,0,5
21838,7,19,0.75,"2233 	a,b,c,d,e,f,g,h,j,k,1",0.675830968,0.290734574,0.430188298,0.013170222,0.148335546,0.616875827,1,0.715092807,0,2
21838,7,20,0.791666667,"2234 	a,b,c,f,g,h",0.575060768,0.180275485,0.313489452,0.012338682,0.148799509,0.638641834,1,0.594334345,0,2
21838,7,21,0.833333333,"TOTAL 	95 sub-blocks",0.637074254,0.214405924,0.336547777,0.011517826,0.148430109,0.680190295,0,0.61761542,0,3
21838,7,23,0.916666667,"Authority to Prospect 6050M ""Einasleigh"" (Figure 1) was",1,0.730855107,0.730855107,0.016775398,0.148384556,0.768920124,0,0.97118632,0,8
21838,7,24,0.958333333,granted to BHP Minerals Ltd on 25 September 1989 for a,1,0.730077088,0.730077088,0.017049935,0.149893284,0.790062487,0,0.968850406,0,11
21838,7,25,1,period of two years. The tenement comprises 10 sub-blocks,1,0.704443634,0.704443634,0.016891815,0.149458751,0.811484098,0,0.996494684,0,9
21838,8,2,0.111111111,BLOCK IDENTIFICATION MAPS - SERIES B,1,0.433400959,0.433400959,0.015891839,0.279250711,0.128601789,0,0.991554148,0,6
21838,8,3,0.222222222,TOWNSVILLE/NORMANTON,1,0.243137509,0.243137509,0.015137024,0.375468135,0.15091604,0,0.993819092,0,1
21838,8,4,0.333333333,"BLOCK 	SUB-BLOCK",0.484827425,0.169811852,0.350252159,0.011429236,0.131542966,0.195421979,0,0.596680882,0,2
21838,8,5,0.444444444,NORMANTON,1,0.110788688,0.110788688,0.011350937,0.131118879,0.237986743,0,0.346016341,0,1
21838,8,6,0.555555556,"2232 	k,p",0.301175126,0.083436001,0.277034834,0.012542131,0.133321419,0.25780952,1,0.524019415,0,2
21838,8,7,0.666666667,TOWNSVILLE,1,0.122273825,0.122273825,0.011674677,0.13201943,0.299934506,0,0.359874967,0,1
21838,8,8,0.777777778,"2090 	V",0.237285603,0.060179307,0.253615501,0.011210216,0.134826347,0.342392609,1,0.502730675,0,2
21838,8,9,0.888888889,"2161 	e,f,g,h,j,k",0.477441189,0.177780431,0.3723609,0.013585185,0.134936929,0.361833245,1,0.62682245,0,2
21838,8,10,1,"2162 	a",0.234829424,0.059436694,0.253105819,0.010985809,0.135569468,0.383524731,1,0.503749306,0,2
21838,9,2,0.090909091,"3. 	WORK CONDUCTED",0.515796863,0.247093176,0.479051337,0.01717696,0.131386116,0.121693049,1,0.730701659,1,3
21838,9,3,0.181818182,A significant exploration programme has been conducted,1,0.731347382,0.731347382,0.021004051,0.132205114,0.167157561,0,0.995575464,0,7
21838,9,4,0.272727273,within A to P 5899M and 6050M to date. Previous work is,1,0.73165375,0.73165375,0.020282578,0.132003754,0.187792867,0,0.995474963,0,12
21838,9,5,0.363636364,"presented in Sheppard et.al. (1990) . 	The main work",0.922641033,0.67780523,0.734635904,0.018291689,0.131002277,0.210273042,0,0.996496348,0,9
21838,9,6,0.454545455,programmes conducted during the present reporting period has,1,0.731934667,0.731934667,0.022550819,0.132524222,0.228756577,0,0.996853762,0,8
21838,9,7,0.545454545,comprised further moving-loop and fixed-loop E. M. to define,1,0.73081696,0.73081696,0.022060005,0.133766234,0.249512583,0,0.998278941,0,9
21838,9,8,0.636363636,drill targets over prospective packages.,1,0.477634609,0.477634609,0.019203149,0.133561283,0.273192525,0,0.733761649,0,5
21838,9,9,0.727272727,Percussion drill testing of a range of anomalies commenced,1,0.730279267,0.730279267,0.022133263,0.134875819,0.312195063,0,0.999968385,0,9
21838,9,10,0.818181818,in mid-May. No results are available to date and the,1,0.730208814,0.730208814,0.020467127,0.135458067,0.333178729,0,0.998827209,0,10
21838,9,11,0.909090909,drilling programme will be reported fully in the subsequent,1,0.731381476,0.731381476,0.022453612,0.135126635,0.353530794,0,0.998295448,0,9
21838,9,12,1,reporting period.,1,0.20259212,0.20259212,0.015051735,0.13501969,0.380962521,0,0.449912492,0,2
21838,10,3,0.071428571,4.1 Introduction,1,0.189835429,0.189835429,0.016942848,0.136436358,0.178160414,1,0.439561629,2,2
21838,10,24,0.821428571,4.2 Railway Flats and Coolaba Flats Moving-Loop,1,0.557236969,0.557236969,0.023967674,0.146014646,0.69238776,1,0.842773103,2,7
21838,10,2,0.035714286,"4. 	GEOPHYSICS",0.392021038,0.173570583,0.442758337,0.015986348,0.13483116,0.121894818,1,0.700032037,1,2
21838,10,4,0.107142857,The 1989 Moving Loop SIROTEM results prioritised the,1,0.730947018,0.730947018,0.02088879,0.137690336,0.222007737,0,0.993400329,0,8
21838,10,5,0.142857143,numerous lensoidal exhalitive pods within the Stockman Grid.,1,0.726331949,0.726331949,0.020850061,0.138147786,0.242771551,0,0.997259903,0,8
21838,10,6,0.178571429,"This work is summarised in Sheppard, et.al. (1990) Two of",1,0.730303049,0.730303049,0.021254247,0.13837333,0.263629496,0,0.992647203,0,10
21838,10,7,0.214285714,the highest priority areas have been followed up with Fixed,1,0.729815543,0.729815543,0.021277614,0.139359817,0.284979075,0,0.99109774,0,10
21838,10,8,0.25,"LooP SIROTEM, By Chance, (Sheppard, et.al. 1990) and",1,0.730484426,0.730484426,0.021230267,0.139585376,0.306002736,0,0.989929488,0,8
21838,10,9,0.285714286,Stockman Creek. Section 4.4 of this report.,1,0.524829984,0.524829984,0.018683296,0.13962397,0.329351664,0,0.795638001,0,7
21838,10,10,0.321428571,An airborne E.M. (Input) magnetic and radiometric survey was,1,0.730258822,0.730258822,0.020742264,0.140185431,0.368211418,0,0.988912999,0,9
21838,10,11,0.357142857,"conducted by Geoterrex for CRAE, in 1986 in order to",1,0.730807304,0.730807304,0.020647246,0.141111687,0.388889432,0,0.986408567,0,10
21838,10,12,0.392857143,"determine the response of known zones of mineralisation, and",1,0.731275022,0.731275022,0.021055177,0.140602395,0.409526646,0,0.986983165,0,9
21838,10,13,0.428571429,to identify unknown new zones of possible mineralisation.,1,0.725972414,0.725972414,0.020766513,0.141715899,0.43105796,0,0.990191265,0,8
21838,10,14,0.464285714,This work has been summarised in CRAE'S relinquishment,1,0.730102479,0.730102479,0.020552788,0.141991124,0.451918185,0,0.985309109,0,8
21838,10,15,0.5,"report for Reillys Creek A to P 4516 (Mason, 1987) Several",1,0.728294015,0.728294015,0.021186316,0.143172354,0.472623646,0,0.984731247,0,11
21838,10,16,0.535714286,zones of moderate to good airborne Input response occur,1,0.729490638,0.729490638,0.020637913,0.143698782,0.493993223,0,0.982384858,0,9
21838,10,17,0.571428571,within areas of more conductive cover and have not been,1,0.731227517,0.731227517,0.019156171,0.142521784,0.514463127,0,0.983028561,0,10
21838,10,18,0.607142857,followed up by CRAE. Moving Loop SIROTEM was performed to,1,0.73018533,0.73018533,0.020773269,0.144232646,0.535506129,0,0.980546511,0,10
21838,10,19,0.642857143,define these Input anomalies during the current reporting,1,0.731481135,0.731481135,0.021417255,0.143474922,0.556090474,0,0.980775616,0,8
21838,10,20,0.678571429,period. The most significant of these occur within the,1,0.730877638,0.730877638,0.02148295,0.144113347,0.577097833,0,0.980073254,0,9
21838,10,21,0.714285714,Railway Flats and Coolaba Flats Prospects. These anomalies,1,0.730545461,0.730545461,0.021615159,0.144714087,0.598706424,0,0.979166499,0,8
21838,10,22,0.75,have been followed up by Fixed Loop SIROTEM and drill,1,0.730215549,0.730215549,0.021266591,0.144952551,0.620187044,0,0.979013151,0,10
21838,10,23,0.785714286,targets have been defined for future drilling,1,0.546883583,0.546883583,0.019550983,0.145525426,0.643441617,0,0.830953089,0,7
21838,10,25,0.857142857,The results of the programme are presented as conventional,1,0.729553401,0.729553401,0.020795027,0.146942705,0.740530431,0,0.97555204,0,9
21838,10,26,0.892857143,(log-scaled) profiles in Appendix I and as a plan,1,0.725632548,0.725632548,0.021294702,0.15339312,0.761521637,0,0.966185196,0,9
21838,10,27,0.928571429,interpretation in Figure 2. The northern area is known as,1,0.729228675,0.729228675,0.021094378,0.149133429,0.783100009,0,0.97132055,0,10
21838,10,28,0.964285714,Railway Flats and the southern area is known as Coolaba,1,0.73001194,0.73001194,0.021265313,0.149384156,0.805116296,0,0.969980484,0,10
21838,10,29,1,Flats. Logistics are presented in Table 1 and Table 2.,1,0.656858683,0.656858683,0.020111125,0.150071785,0.827202559,0,0.955150483,0,10
21838,12,2,0.038461538,The Moving-Loop SIROTEM was performed in order to follow up,1,0.732718647,0.732718647,0.021535905,0.131866693,0.129546389,0,0.996299805,0,10
21838,12,3,0.076923077,CRA,1,0.037115961,0.037115961,0.009977471,0.132164985,0.158630788,0,0.271352057,0,1
21838,12,4,0.115384615,Input anomalies. Four conductive features have been,1,0.676893592,0.676893592,0.019372774,0.188257262,0.150584638,0,0.944291624,0,7
21838,12,5,0.153846154,identified. Classic IP responses are associated with all,1,0.730391741,0.730391741,0.020968124,0.133293808,0.17087476,0,0.996849845,0,8
21838,12,6,0.192307692,the conductive features and decay constants cannot be,1,0.731109917,0.731109917,0.020788278,0.13360709,0.192430913,0,0.998252518,0,8
21838,12,7,0.230769231,determined. The IP effect is probably due to disseminated,1,0.733499408,0.733499408,0.021772355,0.132460535,0.212080553,0,0.998353051,0,9
21838,12,8,0.269230769,sulphides or buried river channels,1,0.416062802,0.416062802,0.016790636,0.134067819,0.237324283,0,0.670593974,0,5
21838,12,9,0.307692308,Area 1,1,0.072351083,0.072351083,0.0111856,0.133195505,0.284009844,0,0.310254979,0,2
21838,12,10,0.346153846,"Coolaba Flats, centred at 0000N along line 8500E.",1,0.608002067,0.608002067,0.020003641,0.254662693,0.276318043,0,0.877618571,0,8
21838,12,11,0.384615385,"Two E-W conductive features with 400 m strike. 	7",0.943832128,0.576329321,0.610626936,0.017160028,0.255107254,0.297194451,0,0.873953193,0,9
21838,12,12,0.423076923,station anomaly. Priority rating: High.,1,0.478084385,0.478084385,0.018375088,0.256194025,0.319069147,0,0.990062599,0,5
21838,12,13,0.461538462,Area 2,1,0.073014975,0.073014975,0.011180702,0.134994715,0.366706997,0,0.314700917,0,2
21838,12,14,0.5,Centred 5000N along line 8500E. Three station,1,0.612270892,0.612270892,0.019638017,0.256072789,0.358826995,0,0.87022415,0,7
21838,12,15,0.538461538,"anomaly. 	E-W conductive trend with strong IP",0.922626351,0.563493237,0.610749125,0.018302033,0.257658631,0.381948605,0,0.868503153,0,7
21838,12,16,0.576923077,"effect. 	CRA Mining Lease is to the west.",0.905385497,0.549745969,0.607195467,0.018178495,0.257727832,0.404320374,0,0.872065543,0,8
21838,12,17,0.615384615,Priority rating: moderate.,1,0.3090339,0.3090339,0.016656408,0.257991552,0.424806207,0,0.817479162,0,3
21838,12,18,0.653846154,Area 3,1,0.073046252,0.073046252,0.011542127,0.13694346,0.471083522,0,0.318798939,0,2
21838,12,19,0.692307692,Centred 6400N along line 8400E. Broad nature,1,0.610283256,0.610283256,0.020233996,0.258687615,0.463042289,0,0.866842464,0,7
21838,12,20,0.730769231,"anomaly, however, IP effect 	apparent and",0.93859227,0.573281541,0.610788688,0.017245095,0.259523541,0.485972479,0,0.864571381,0,6
21838,12,21,0.769230769,disappears by 4 msec . Priority rating: Moderate.,1,0.598463356,0.598463356,0.020072909,0.259932786,0.505138636,0,0.876573949,0,8
21838,12,22,0.807692308,Area 4,1,0.073816411,0.073816411,0.011746499,0.138471648,0.554140449,0,0.322790326,0,2
21838,12,23,0.846153846,Centred 7000N along line 11000E. 3 station width,1,0.611142933,0.611142933,0.019872086,0.260126442,0.546570718,0,0.862944125,0,8
21838,12,24,0.884615385,anomaly with an 800 m strike. Classic IP effect.,1,0.606281638,0.606281638,0.019967323,0.261195779,0.568111062,0,0.86578404,0,9
21838,12,25,0.923076923,Priority rating: moderate,1,0.307869315,0.307869315,0.0165857,0.261244535,0.593196809,0,0.823050656,0,3
21838,12,26,0.961538462,The anomalies generated within area 1 and 2 have been,1,0.732064784,0.732064784,0.021135468,0.141016036,0.631625533,0,0.985296457,0,10
21838,12,27,1,detailed with fixed-loop SIROTEM (Section 4.3 and 4.4),1,0.656473517,0.656473517,0.020234682,0.14173919,0.653320313,0,0.937365578,0,8
21838,13,2,0.04,"Table 1 	Railway Flats",0.50109993,0.218453258,0.435947493,0.018668726,0.133376002,0.108973347,0,0.689892079,0,4
21838,13,3,0.08,Flats Moving Loop SIROTEM Logistics 1990,1,0.477228671,0.477228671,0.022749664,0.26142922,0.132823661,0,0.999909757,0,6
21838,13,4,0.12,"A to P: 	6050M",0.470190823,0.142220024,0.30247299,0.011667619,0.135331765,0.188503504,0,0.554747382,0,4
21838,13,5,0.16,"Grid: 	Railway Flats",0.536369616,0.212245505,0.395707548,0.014475297,0.136307627,0.229653507,0,0.654034396,0,3
21838,13,6,0.2,"Contractor 	Solo Geophysics & Co.",0.767563172,0.375461534,0.489160433,0.015467779,0.137137368,0.270674914,0,0.753244313,0,5
21838,13,7,0.24,Instrument:,1,0.128732637,0.128732637,0.011805509,0.138081521,0.315048993,0,0.379258536,0,1
